key_0,artist_name,track_name,release_date,genre,lyrics,romantic,communication,spiritual,sad,feelings,danceability,valence,energy,topic,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,positive,negative
3295,mastodon,the motherload,2014,rock,world feel weight feel weight life hand feel weight feel weight time time things work fine slip away time time things work fine leave want right hand hear spirit tell clear weight clear weight wolves circle crush weight crush weight time time things work fine slip away time time things work fine leave want right hand time time things work fine slip away time time things work fine leave want right hand,0.0362279477432942,0.07412997209451637,0.018642397115647347,0.12306891935399328,0.04717601047068012,0.2989563826422205,0.3053098118015735,0.8904404580260459,night/time,0,20,8,8,8,11,14,8,9,14
3296,seether,save today,2014,rock,favor young speak word songs unsung right learn mistake guess take right wish strong walk away time lose feel cost repay save today secrets pray cause deserve save secrets pray awake torture soul keep safe leave numb right cause dream wide awake forsake right wish wrong come home time lose save today secrets pray cause deserve save secrets pray awake help help help help save today secrets pray cause deserve save secrets pray awake save today secrets pray cause deserve save secrets pray awake,0.0008131472312935599,0.0008131472778339049,0.0008131473184668844,0.3404973335602902,0.0008131472784303045,0.461967848341551,0.1643435571177352,0.8022691713738768,world/life,8,17,3,11,19,6,13,23,25,9
3297,francesca battistelli,giants fall,2014,rock,tell hold late small hard throw water spark live deep inside heart oceans reason things see maybe know know afraid giants know possible step fight right stone inside hand small watch giants fall live like imagine bold brave childlike miracles happen mountains start move face afraid giants know possible step fight right stone inside hand small watch giants fall believe gonna hand little thing afraid giants know possible step fight right stone inside hand small watch giants fall miracles happen possible watch giants fall,0.0006997048951268468,0.2652359084085129,0.0006997048397997918,0.15300700778958426,0.0006997048330593082,0.5047419647722385,0.5186237578315135,0.6184676600339847,violence,6,7,0,10,0,5,0,0,2,18
3298,vance joy,wasted time,2014,rock,waste time beautiful leave yeah babe flash eye know eager eager yeah babe scar gonna slip away wideeyed gaze smile days easiest know alive beauty hear talk hand think know change plan waste youth beautiful time leave yeah babe look face bedroom wall perfect make feel small yeah babe scar gonna slip away wideeyed gaze smile days easiest know alive beauty hear talk hand think know change plan things think fade fade feel change change things think fade fade feel change change change change change change change,0.0006855541762882197,0.1849319607817851,0.000685554151355615,0.18218816874995733,0.000685554229536234,0.5945413937944717,0.4506210132153908,0.6132433975257934,world/life,3,10,4,14,12,4,9,7,14,13
3299,mercyme,greater,2014,rock,bring tire bring shame bring guilt bring pain know wrestle voice tell right alright cause hear voice call redeem greater live inside live world world world greater live inside live world bring doubt bring fear bring hurt bring tear condemnation holy righteous redeem time fall lyric commercial,0.0010600385503258263,0.0010600386839122284,0.001060038551096052,0.14173963989025118,0.00106003854416446,0.4792220337387922,0.4592809221267145,0.7343790960439222,world/life,3,2,3,6,0,7,0,1,4,8
3300,thousand foot krutch,untraveled road,2014,rock,hold second word weapons affect word record choose respect choose infect hit water late selective voice sleep giants armies hand watch nations stand belief spark restart reboot chart fall apart stand shout like loud shoot count stop stand shout sing loud world drown depart leave light shin brighter dark scream lips sound march feet solid grind walk want untraveled road lyric commercial,0.04118393439401302,0.0010607721845912153,0.0010607721626036454,0.0694860770467404,0.0010607721483314946,0.5102997609960427,0.4079451579046598,0.7527596528781604,violence,5,4,2,4,2,7,4,6,7,8
3301,crowder,come as you are,2014,rock,come sadness come break hearted rescue begin come sinner come kneel earth sorrow heaven heal earth sorrow heaven heal burden shame break lift face wanderer come home hurt heart come lyric commercial,0.00275245950304054,0.002752459511163225,0.3432910831900469,0.5201923246663519,0.002752459473636864,0.5792005864111726,0.1897211543929847,0.4899602164842954,sadness,2,1,2,5,3,6,3,4,3,6
3302,the walters,i love you so,2014,rock,need life structure handle selfish ways spend time want deal lovers say action speak louder give need lyric commercial,0.0753413410292114,0.19744202099830016,0.0034205890254860715,0.0034205890623624693,0.003420589064950618,0.5451362263734758,0.4816072275923926,0.6528293823149484,world/life,1,2,1,0,1,0,1,2,3,1
3303,seether,nobody praying for me,2014,rock,whisper lose wind ember burn water drown black hole terrify danger fruit decay grind swallower anger tree fall make sound sound cause stand break bone everybody love fall unfold give cause give fuck stand break bone lyric commercial,0.04871778858555826,0.0013700463072969446,0.0013700463145161672,0.15132280009570248,0.0013700462554390278,0.4189045859659327,0.5017704013508021,0.7399106488968544,violence,3,2,2,4,2,7,4,1,3,8
3304,imagine dragons,i bet my life,2014,rock,know take path want know sleepless nights wait slave unto night remember tell remember break tear know take path want give hell years life life life life life life lyric commercial,0.0019098979013771637,0.11823443274785278,0.0019098978747787887,0.10557999758257416,0.0019098978734320164,0.5213524730451697,0.5365352642280049,0.644347770216484,world/life,2,1,1,2,0,2,1,0,0,3
3305,the fray,love don't die,2014,rock,know thing true yeah true listen thousand years know thing true leave yeah true lose tell lie matter body thing true yeah true listen thousand years matter body break burn bury grind close turn away feet grind matter body matter body,0.0011010722370032775,0.3855649745454341,0.0011010721516429931,0.06064006292541775,0.0011010721494618132,0.5427242189686331,0.2276319148918418,0.7080204301853925,violence,2,0,2,1,0,4,3,0,0,3
3306,the growlers,black memories,2014,rock,pretend better finally free lie search black memories heart need put ease go come heart sure wind keep blow gonna heal scar break promise give wanna live life word expectations die birth try kill pain hurt go come heart sure wind keep blow gonna heal scar prescribe time weight vegetable state lock away pretend better finally free lie go come heart sure wind keep blow gonna heal scar go come heart sure wind keep blow gonna heal scar,0.0005733198799402559,0.0780136472163504,0.027680031811736158,0.29734966771986954,0.03441257469312145,0.4821859202225364,0.6740102990559059,0.4655675707207352,sadness,7,5,9,10,9,12,4,10,11,14
3307,kari jobe,i am not alone,2014,rock,walk deep water know stand overcome valley fear leave leave midst deep sorrow light break dark night press lord fight battle fear lyric commercial,0.003925060809623942,0.003925061092404726,0.003925060785057889,0.5537184390594433,0.003925060755059394,0.6288854497252813,0.26651906675407744,0.4762404266910824,sadness,4,0,1,4,0,4,3,1,1,8
3308,greensky bluegrass,windshield,2014,rock,know feelin verify work properly inside windshield fuck volunteer drive look leave years saddest rhyme like hard time love die heartache home force sleepless nights better hide children think things get hand woman leave stories parent fall apart take lifetime protect break hearts secret basement feel floor think heart weight deception anymore helpless agony break memories things think,0.07079655757455146,0.21772733306295824,0.028835250505611417,0.4995946001504549,0.0013499963182438738,0.4880681477943286,0.33127103734607866,0.5909344973310305,sadness,2,3,1,7,3,8,5,3,4,10
3309,ariel pink,lipstick,2014,rock,possum cross street sundown happen murder watch knife go breast runnin runnin cover possum discover dead street einstein right murder hide lipstick hide lipstick murder hide women girls girls women girls girls flash teeth sneak darkness tail freeze headlights einstein right murder hide lipstick hide lipstick murder hide murder hide lipstick hide lipstick murder hide shower blood child shower lipstick shower blood child shower lipstick girls girls girls girls truth lie truth exist truth lie truth exist,0.0009354982041757117,0.0009354982957193039,0.038915223907121,0.0009354982518561996,0.0009354982981949662,0.3528423022575607,0.6358254675392265,0.6853542071705478,violence,12,4,9,20,2,11,8,5,6,12
3310,beck,blue moon,2014,rock,tire penitent wall know songbird call water outside silent asylum leave leave stand size inside lie divide time turncoat knees vagabond see moon steal shadow save ones catch battle leave leave stand size inside lie try hide eye leave leave size inside lie divide time,0.0013264709654194301,0.0013264710642405734,0.0013264710183662925,0.4048244040501433,0.001326470961705306,0.5803311157443574,0.4330419177515016,0.558391132946411,sadness,5,2,3,3,1,10,7,1,1,12
3311,chris tomlin,at the cross (love ran red),2014,rock,place reign die place stream flow deep wide come like flood come flow cross cross surrender life wash white place shame powerless heart peace forgiveness come like flood come flow cross cross surrender life wash white lyric commercial,0.002686020887023807,0.0026860208694512657,0.002686021221354004,0.08856558593985829,0.002686020846811425,0.527849205503466,0.18057677462002467,0.8251633310260523,world/life,5,3,2,11,3,9,0,3,6,9
